,female,ccpmember,urban,education,agegroup,income,life,pinterest,self_index,china,confucian_a,confucian_b,confucian_c,confucian_d,termlimit_a_1,termlimit_a_2,termlimit_a,termlist_a_1,termlist_a_2,termlist_a,termlist_b_1,termlist_b_2,termlist_b,weight_internet,treat,y,confucian_all,college,young,high.income,high.life,high.pinterest,high.self,high.china,high.confucian_all,termlimit_a_b
2,0,0,1,5,4,5,5,3,2.666666667,3,2,2,2,3,NA,1,1,NA,NA,NA,1,NA,1,0.2849104,1,1,2.25,1,0,0,1,1,0,0,0,0
4,0,0,1,5,7,3,2,4,2,1,1,1,1,3,1,NA,1,NA,0,0,NA,NA,NA,0.2849104,0,0,1.5,1,0,0,0,1,0,0,0,0
7,0,1,1,5,5,7,4,4,3,4,3,2,3,3,NA,5,5,4,NA,4,NA,NA,NA,0.1339237,0,4,2.75,1,0,1,1,1,1,1,1,1
9,1,1,1,5,7,4,3,2,1.666666667,3,2,2,1,3,1,NA,1,NA,NA,NA,NA,2,2,0.1681787,1,2,2,1,0,0,0,0,0,0,0,0
10,0,1,1,5,7,8,4,3,2.333333333,4,3,3,3,3,NA,4,4,3,NA,3,NA,NA,NA,0.1339237,0,3,3,1,0,1,1,1,0,1,1,1
11,0,0,1,5,5,5,3,3,2.333333333,1,2,2,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.2849104,0,2,2.5,1,0,0,0,1,0,0,0,1
12,0,1,1,6,4,7,4,3,3,3,2,2,2,3,NA,1,1,1,NA,1,NA,NA,NA,0.1339237,0,1,2.25,1,0,1,1,1,1,0,0,0
13,1,0,0,5,4,5,2,2,3,3,1,1,2,2,5,NA,5,NA,NA,NA,NA,2,2,0.3577848,1,2,1.5,1,0,0,0,0,1,0,0,1
14,1,0,1,5,7,7,4,4,3.333333333,5,3,3,3,4,4,NA,4,NA,3,3,NA,NA,NA,0.3577848,0,3,3.25,1,0,1,1,1,1,1,1,1
15,1,1,1,6,3,7,4,3,3.333333333,4,2,2,2,3,NA,4,4,2,NA,2,NA,NA,NA,0.100821,0,2,2.25,1,1,1,1,1,1,1,0,1
18,0,0,0,5,6,9,4,4,2,5,3,4,3,3,4,NA,4,NA,NA,NA,NA,4,4,0.2849104,1,4,3.25,1,0,1,1,1,0,1,1,1
21,0,0,1,5,7,7,4,3,2.666666667,4,2,1,3,3,NA,4,4,NA,NA,NA,3,NA,3,0.2849104,1,3,2.25,1,0,1,1,1,0,1,0,1
22,0,0,1,5,5,5,4,2,2.666666667,2,2,3,2,4,NA,1,1,NA,NA,NA,1,NA,1,0.2849104,1,1,2.75,1,0,0,1,0,0,0,1,0
24,0,1,1,5,5,6,4,4,3,5,2,3,2,4,NA,4,4,NA,NA,NA,3,NA,3,0.1339237,1,3,2.75,1,0,1,1,1,1,1,1,1
25,1,0,1,5,3,6,3,2,2.333333333,4,1,3,3,3,2,NA,2,NA,NA,NA,NA,2,2,0.214487,1,2,2.5,1,1,1,0,0,0,1,0,0
26,1,0,1,5,5,5,5,3,2.333333333,5,3,2,2,4,NA,4,4,1,NA,1,NA,NA,NA,0.3577848,0,1,2.75,1,0,0,1,1,0,1,1,1
27,1,1,1,6,3,7,4,3,3.333333333,4,2,2,2,3,NA,4,4,2,NA,2,NA,NA,NA,0.100821,0,2,2.25,1,1,1,1,1,1,1,0,1
28,0,0,1,4,5,7,4,3,2.333333333,4,2,3,2,3,1,NA,1,NA,1,1,NA,NA,NA,2.993115,0,1,2.5,0,0,1,1,1,0,1,0,0
29,0,0,1,3,10,3,1,3,1.333333333,3,3,3,3,4,NA,4,4,NA,NA,NA,3,NA,3,2.993115,1,3,3.25,0,0,0,0,1,0,0,1,1
30,1,0,1,5,4,5,4,4,3,4,3,3,3,4,NA,2,2,2,NA,2,NA,NA,NA,0.3577848,0,2,3.25,1,0,0,1,1,1,1,1,0
33,0,0,1,5,6,7,5,4,3,3,3,2,2,4,NA,1,1,NA,NA,NA,2,NA,2,0.2849104,1,2,2.75,1,0,1,1,1,1,0,1,0
34,1,0,1,5,3,7,4,3,3,5,2,3,4,3,2,NA,2,NA,2,2,NA,NA,NA,0.214487,0,2,3,1,1,1,1,1,1,1,1,0
36,0,0,1,5,4,4,4,3,3.333333333,3,2,1,1,3,1,NA,1,NA,NA,NA,NA,1,1,0.2849104,1,1,1.75,1,0,0,1,1,1,0,0,0
37,0,0,1,5,5,6,3,4,2.333333333,4,2,3,3,3,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,2.75,1,0,1,0,1,0,1,1,1
38,1,0,1,5,5,9,5,4,3.666666667,5,3,3,3,4,NA,5,5,2,NA,2,NA,NA,NA,0.3577848,0,2,3.25,1,0,1,1,1,1,1,1,1
39,0,0,0,2,5,5,3,1,2.333333333,1,2,1,2,3,NA,4,4,4,NA,4,NA,NA,NA,2.993115,0,4,2,0,0,0,0,0,0,0,0,1
40,1,0,1,5,5,5,4,4,3,4,2,2,2,3,2,NA,2,NA,1,1,NA,NA,NA,0.3577848,0,1,2.25,1,0,0,1,1,1,1,0,0
42,1,0,1,5,5,6,4,3,2.666666667,4,2,2,3,3,5,NA,5,NA,2,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,1,1,1,0,1,0,1
43,0,0,1,4,6,4,3,3,3.666666667,2,2,1,1,3,NA,1,1,NA,NA,NA,2,NA,2,2.993115,1,2,1.75,0,0,0,0,1,1,0,0,0
45,0,0,1,6,8,4,3,4,2.666666667,1,2,2,1,3,NA,1,1,NA,NA,NA,1,NA,1,0.2849104,1,1,2,1,0,0,0,1,0,0,0,0
46,1,0,1,6,5,5,2,3,2.666666667,2,2,2,2,3,5,NA,5,NA,2,2,NA,NA,NA,0.3577848,0,2,2.25,1,0,0,0,1,0,0,0,1
47,1,0,1,3,8,5,4,2,3,4,2,2,2,3,NA,4,4,NA,NA,NA,4,NA,4,3.758696,1,4,2.25,0,0,0,1,0,1,1,0,1
48,1,0,1,4,8,8,5,4,2.666666667,5,4,4,4,4,5,NA,5,NA,NA,NA,NA,3,3,3.758696,1,3,4,0,0,1,1,1,0,1,1,1
49,1,1,1,5,3,8,4,3,3,4,1,1,3,3,NA,1,1,2,NA,2,NA,NA,NA,0.100821,0,2,2,1,1,1,1,1,1,1,0,0
50,0,1,1,5,6,7,4,3,1.666666667,5,2,2,3,3,NA,1,1,NA,NA,NA,2,NA,2,0.1339237,1,2,2.5,1,0,1,1,1,0,1,0,0
51,0,0,1,5,5,5,4,3,2,4,3,2,3,3,5,NA,5,NA,NA,NA,NA,5,5,0.2849104,1,5,2.75,1,0,0,1,1,0,1,1,1
52,0,0,1,5,3,3,4,4,2.333333333,5,1,3,2,2,NA,2,2,NA,NA,NA,0,NA,0,0.1707994,1,0,2,1,1,0,1,1,0,1,0,0
53,0,0,1,5,4,6,4,3,2.666666667,4,3,2,3,2,NA,4,4,NA,NA,NA,2,NA,2,0.2849104,1,2,2.5,1,0,1,1,1,0,1,0,1
55,1,0,1,5,6,2,4,3,1,4,2,3,3,3,4,NA,4,NA,0,0,NA,NA,NA,0.3577848,0,0,2.75,1,0,0,1,1,0,1,1,1
56,0,0,1,5,4,9,5,4,4,5,2,2,3,4,NA,4,4,NA,NA,NA,2,NA,2,0.2849104,1,2,2.75,1,0,1,1,1,1,1,1,1
59,0,0,1,5,4,6,4,2,3.333333333,4,3,2,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.2849104,0,2,2.75,1,0,1,1,0,1,1,1,1
60,0,0,1,4,6,3,2,2,2,2,3,1,1,3,NA,1,1,NA,NA,NA,0,NA,0,2.993115,1,0,2,0,0,0,0,0,0,0,0,0
61,1,0,1,5,5,5,3,4,3.333333333,3,2,3,3,2,NA,5,5,2,NA,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,0,0,1,1,0,0,1
63,1,0,1,5,4,6,3,2,2,3,2,1,2,3,NA,2,2,NA,NA,NA,2,NA,2,0.3577848,1,2,2,1,0,1,0,0,0,0,0,0
65,1,1,1,6,4,6,5,3,3.333333333,4,3,2,3,2,4,NA,4,NA,2,2,NA,NA,NA,0.1681787,0,2,2.5,1,0,1,1,1,1,1,0,1
66,1,1,1,5,4,6,5,3,4,5,2,2,3,3,NA,5,5,NA,NA,NA,3,NA,3,0.1681787,1,3,2.5,1,0,1,1,1,1,1,0,1
67,0,1,1,5,3,3,3,2,2.333333333,3,2,2,2,3,1,NA,1,NA,2,2,NA,NA,NA,0.0802852,0,2,2.25,1,1,0,0,0,0,0,0,0
68,1,0,1,5,3,6,4,3,2.333333333,4,2,2,2,2,NA,1,1,NA,NA,NA,2,NA,2,0.214487,1,2,2,1,1,1,1,1,0,1,0,0
69,0,0,1,5,4,6,4,3,3.333333333,4,3,4,3,4,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,3.5,1,0,1,1,1,1,1,1,1
70,0,1,1,6,5,8,4,3,2.666666667,4,3,3,3,3,NA,4,4,1,NA,1,NA,NA,NA,0.1339237,0,1,3,1,0,1,1,1,0,1,1,1
71,1,0,1,5,5,4,4,2,2.333333333,4,2,2,3,2,NA,4,4,NA,NA,NA,2,NA,2,0.3577848,1,2,2.25,1,0,0,1,0,0,1,0,1
72,1,0,1,4,5,5,4,3,2,4,2,2,3,3,4,NA,4,NA,NA,NA,NA,2,2,3.758696,1,2,2.5,0,0,0,1,1,0,1,0,1
73,0,0,1,5,9,6,4,3,2.333333333,4,3,3,3,4,2,NA,2,NA,2,2,NA,NA,NA,0.2849104,0,2,3.25,1,0,1,1,1,0,1,1,0
74,0,0,1,5,4,4,3,2,2,3,2,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.2849104,0,2,2.25,1,0,0,0,0,0,0,0,0
75,0,1,1,5,3,6,4,4,2.333333333,5,2,3,2,3,5,NA,5,NA,NA,NA,NA,4,4,0.0802852,1,4,2.5,1,1,1,1,1,0,1,0,1
76,1,0,0,5,4,6,3,3,2,3,2,3,2,2,4,NA,4,NA,NA,NA,NA,4,4,0.3577848,1,4,2.25,1,0,1,0,1,0,0,0,1
77,1,0,1,4,5,8,5,3,2.666666667,4,1,2,3,4,NA,4,4,3,NA,3,NA,NA,NA,3.758696,0,3,2.5,0,0,1,1,1,0,1,0,1
78,0,0,1,5,5,6,4,3,3.666666667,4,2,2,2,3,NA,4,4,NA,NA,NA,3,NA,3,0.2849104,1,3,2.25,1,0,1,1,1,1,1,0,1
79,0,0,1,5,9,6,4,3,2.333333333,4,4,3,4,4,2,NA,2,NA,NA,NA,NA,2,2,0.2849104,1,2,3.75,1,0,1,1,1,0,1,1,0
82,0,1,1,5,4,6,4,3,2,4,2,3,2,4,NA,5,5,2,NA,2,NA,NA,NA,0.1339237,0,2,2.75,1,0,1,1,1,0,1,1,1
83,1,0,1,5,5,7,4,4,3.333333333,4,1,2,2,3,1,NA,1,NA,NA,NA,NA,1,1,0.3577848,1,1,2,1,0,1,1,1,1,1,0,0
84,1,1,1,6,5,8,3,3,3,4,4,3,4,3,NA,4,4,1,NA,1,NA,NA,NA,0.1681787,0,1,3.5,1,0,1,0,1,1,1,1,1
85,0,0,1,6,4,6,4,2,4.666666667,3,2,2,2,3,NA,2,2,NA,NA,NA,3,NA,3,0.2849104,1,3,2.25,1,0,1,1,0,1,0,0,0
88,0,0,1,4,6,5,3,3,4,4,2,3,2,3,NA,2,2,NA,NA,NA,1,NA,1,2.993115,1,1,2.5,0,0,0,0,1,1,1,0,0
90,0,1,1,5,4,6,4,3,2.333333333,4,2,4,2,4,NA,5,5,2,NA,2,NA,NA,NA,0.1339237,0,2,3,1,0,1,1,1,0,1,1,1
91,1,0,1,5,6,8,4,3,2.666666667,4,2,2,3,2,NA,5,5,NA,NA,NA,0,NA,0,0.3577848,1,0,2.25,1,0,1,1,1,0,1,0,1
92,1,0,1,5,3,6,4,3,2,4,3,2,3,3,4,NA,4,NA,1,1,NA,NA,NA,0.214487,0,1,2.75,1,1,1,1,1,0,1,1,1
93,0,0,1,5,4,7,4,2,3,4,2,2,2,2,5,NA,5,NA,NA,NA,NA,2,2,0.2849104,1,2,2,1,0,1,1,0,1,1,0,1
95,0,0,1,5,7,5,4,4,3,4,3,3,2,3,4,NA,4,NA,NA,NA,NA,1,1,0.2849104,1,1,2.75,1,0,0,1,1,1,1,1,1
97,0,0,1,3,4,5,4,2,2.333333333,3,2,2,3,3,4,NA,4,NA,4,4,NA,NA,NA,2.993115,0,4,2.5,0,0,0,1,0,0,0,0,1
99,0,1,1,6,4,3,3,3,2.333333333,2,2,2,3,3,NA,2,2,4,NA,4,NA,NA,NA,0.1339237,0,4,2.5,1,0,0,0,1,0,0,0,0
103,0,0,1,3,8,5,3,3,1.666666667,5,3,2,1,3,NA,5,5,2,NA,2,NA,NA,NA,2.993115,0,2,2.25,0,0,0,0,1,0,1,0,1
104,1,0,1,6,6,7,4,4,3.666666667,5,1,2,3,4,5,NA,5,NA,NA,NA,NA,2,2,0.3577848,1,2,2.5,1,0,1,1,1,1,1,0,1
106,0,0,1,6,5,7,5,4,3,4,3,4,3,4,NA,4,4,NA,NA,NA,3,NA,3,0.2849104,1,3,3.5,1,0,1,1,1,1,1,1,1
107,0,0,1,3,6,6,4,4,3,4,2,2,3,3,4,NA,4,NA,2,2,NA,NA,NA,2.993115,0,2,2.5,0,0,1,1,1,1,1,0,1
108,1,0,1,5,3,7,3,2,2,2,2,2,2,4,NA,1,1,NA,NA,NA,0,NA,0,0.214487,1,0,2.5,1,1,1,0,0,0,0,0,0
110,0,1,1,6,4,5,4,4,2.333333333,4,2,4,3,3,NA,2,2,NA,NA,NA,2,NA,2,0.1339237,1,2,3,1,0,0,1,1,0,1,1,0
111,1,1,1,6,2,5,4,3,2.333333333,4,2,1,2,3,NA,2,2,1,NA,1,NA,NA,NA,0.100821,0,1,2,1,1,0,1,1,0,1,0,0
112,0,0,1,6,4,8,4,3,3.333333333,1,2,2,2,3,2,NA,2,NA,NA,NA,NA,1,1,0.2849104,1,1,2.25,1,0,1,1,1,1,0,0,0
114,1,1,1,5,4,9,5,4,3,4,2,3,1,3,4,NA,4,NA,2,2,NA,NA,NA,0.1681787,0,2,2.25,1,0,1,1,1,1,1,0,1
115,0,0,1,6,3,6,5,4,3.666666667,3,1,1,1,3,NA,1,1,NA,NA,NA,1,NA,1,0.1707994,1,1,1.5,1,1,1,1,1,1,0,0,0
116,0,1,1,3,9,5,4,3,3.333333333,4,2,2,3,3,4,NA,4,NA,2,2,NA,NA,NA,1.40693,0,2,2.5,0,0,0,1,1,1,1,0,1
117,0,0,1,3,10,5,3,3,1.333333333,4,2,3,3,3,NA,5,5,3,NA,3,NA,NA,NA,2.993115,0,3,2.75,0,0,0,0,1,0,1,1,1
118,1,1,1,6,4,4,3,3,2,4,2,2,2,3,NA,4,4,1,NA,1,NA,NA,NA,0.1681787,0,1,2.25,1,0,0,0,1,0,1,0,1
119,0,0,1,6,4,5,4,3,2.666666667,4,2,2,2,3,NA,4,4,2,NA,2,NA,NA,NA,0.2849104,0,2,2.25,1,0,0,1,1,0,1,0,1
120,0,1,1,6,7,8,4,3,3.666666667,4,3,1,1,3,NA,1,1,NA,NA,NA,2,NA,2,0.1339237,1,2,2,1,0,1,1,1,1,1,0,0
122,1,1,1,4,5,6,4,4,3.666666667,4,2,4,2,3,2,NA,2,NA,1,1,NA,NA,NA,1.766799,0,1,2.75,0,0,1,1,1,1,1,1,0
123,1,1,1,6,3,5,4,3,3.333333333,4,3,3,3,3,4,NA,4,NA,1,1,NA,NA,NA,0.100821,0,1,3,1,1,0,1,1,1,1,1,1
127,0,0,1,5,7,5,5,2,3,5,3,3,3,3,5,NA,5,NA,NA,NA,NA,4,4,0.2849104,1,4,3,1,0,0,1,0,1,1,1,1
128,1,1,1,5,6,9,5,4,4.666666667,5,4,4,4,4,NA,5,5,NA,NA,NA,3,NA,3,0.1681787,1,3,4,1,0,1,1,1,1,1,1,1
130,0,1,1,5,5,9,5,4,4.666666667,5,4,4,4,4,5,NA,5,NA,NA,NA,NA,3,3,0.1339237,1,3,4,1,0,1,1,1,1,1,1,1
132,1,0,1,5,5,7,4,3,3,4,2,2,3,3,NA,5,5,3,NA,3,NA,NA,NA,0.3577848,0,3,2.5,1,0,1,1,1,1,1,0,1
133,0,0,1,5,4,5,3,2,1.666666667,4,3,3,4,3,NA,5,5,NA,NA,NA,4,NA,4,0.2849104,1,4,3.25,1,0,0,0,0,0,1,1,1
136,1,1,1,5,3,8,5,3,3.666666667,5,3,4,3,4,NA,2,2,2,NA,2,NA,NA,NA,0.100821,0,2,3.5,1,1,1,1,1,1,1,1,0
138,0,1,1,5,6,8,3,3,2,4,2,2,2,2,NA,5,5,2,NA,2,NA,NA,NA,0.1339237,0,2,2,1,0,1,0,1,0,1,0,1
139,1,0,1,5,6,8,5,1,2.666666667,5,4,4,4,4,NA,5,5,3,NA,3,NA,NA,NA,0.3577848,0,3,4,1,0,1,1,0,0,1,1,1
140,0,0,1,5,5,8,5,3,3.666666667,5,3,4,3,3,2,NA,2,NA,NA,NA,NA,5,5,0.2849104,1,5,3.25,1,0,1,1,1,1,1,1,0
141,0,0,1,5,4,7,4,4,3.333333333,4,2,3,4,3,NA,5,5,NA,NA,NA,2,NA,2,0.2849104,1,2,3,1,0,1,1,1,1,1,1,1
142,0,0,1,5,7,6,5,3,2.666666667,5,2,2,2,3,5,NA,5,NA,2,2,NA,NA,NA,0.2849104,0,2,2.25,1,0,1,1,1,0,1,0,1
143,0,1,1,5,3,7,4,4,2.666666667,4,3,3,3,4,4,NA,4,NA,NA,NA,NA,3,3,0.0802852,1,3,3.25,1,1,1,1,1,0,1,1,1
144,1,1,0,5,8,7,5,3,2.333333333,4,2,3,3,3,NA,4,4,1,NA,1,NA,NA,NA,0.1681787,0,1,2.75,1,0,1,1,1,0,1,1,1
145,0,0,1,5,5,7,4,3,3,4,2,1,1,4,1,NA,1,NA,NA,NA,NA,0,0,0.2849104,1,0,2,1,0,1,1,1,1,1,0,0
146,0,0,1,5,4,7,4,3,3.333333333,4,3,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.2849104,0,2,3,1,0,1,1,1,1,1,1,1
147,0,0,1,6,5,6,4,4,3.333333333,4,2,1,3,3,2,NA,2,NA,NA,NA,NA,2,2,0.2849104,1,2,2.25,1,0,1,1,1,1,1,0,0
148,1,0,1,5,4,6,4,4,1.666666667,4,3,3,3,4,5,NA,5,NA,2,2,NA,NA,NA,0.3577848,0,2,3.25,1,0,1,1,1,0,1,1,1
149,0,0,0,3,2,5,4,3,2,4,2,2,3,4,1,NA,1,NA,1,1,NA,NA,NA,1.794325,0,1,2.75,0,1,0,1,1,0,1,1,0
150,0,1,1,5,7,6,4,3,2.666666667,3,3,3,3,3,1,NA,1,NA,4,4,NA,NA,NA,0.1339237,0,4,3,1,0,1,1,1,0,0,1,0
153,0,1,1,5,7,8,4,3,2.666666667,4,2,2,2,3,NA,1,1,NA,NA,NA,2,NA,2,0.1339237,1,2,2.25,1,0,1,1,1,0,1,0,0
155,0,0,0,5,2,4,4,4,3,2,2,1,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.1707994,0,2,2.25,1,1,0,1,1,1,0,0,1
156,1,0,1,4,5,8,4,4,3.333333333,3,2,4,4,3,4,NA,4,NA,3,3,NA,NA,NA,3.758696,0,3,3.25,0,0,1,1,1,1,0,1,1
157,1,0,1,5,4,5,4,4,3.333333333,4,2,2,1,4,NA,4,4,1,NA,1,NA,NA,NA,0.3577848,0,1,2.25,1,0,0,1,1,1,1,0,1
159,0,0,1,5,2,5,5,4,2.333333333,4,2,2,2,3,2,NA,2,NA,NA,NA,NA,1,1,0.1707994,1,1,2.25,1,1,0,1,1,0,1,0,0
160,0,0,1,5,4,6,4,3,1.666666667,4,3,2,2,3,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,2.5,1,0,1,1,1,0,1,0,1
161,1,0,1,4,10,7,5,3,2.666666667,4,2,2,3,3,NA,5,5,NA,NA,NA,3,NA,3,3.758696,1,3,2.5,0,0,1,1,1,0,1,0,1
162,1,1,0,5,8,7,4,3,2,4,3,3,3,3,NA,4,4,NA,NA,NA,2,NA,2,0.1681787,1,2,3,1,0,1,1,1,0,1,1,1
164,1,0,1,5,4,5,3,2,2.666666667,3,2,3,3,3,2,NA,2,NA,NA,NA,NA,2,2,0.3577848,1,2,2.75,1,0,0,0,0,0,0,1,0
165,0,1,1,5,3,7,4,3,3,4,3,3,3,4,4,NA,4,NA,3,3,NA,NA,NA,0.0802852,0,3,3.25,1,1,1,1,1,1,1,1,1
167,1,0,1,5,4,7,5,3,3.666666667,4,1,1,2,2,NA,2,2,NA,NA,NA,3,NA,3,0.3577848,1,3,1.5,1,0,1,1,1,1,1,0,0
168,0,0,1,6,6,5,3,3,2.333333333,2,1,2,3,4,4,NA,4,NA,2,2,NA,NA,NA,0.2849104,0,2,2.5,1,0,0,0,1,0,0,0,1
169,0,1,1,5,4,8,4,4,1.666666667,5,2,2,3,3,4,NA,4,NA,3,3,NA,NA,NA,0.1339237,0,3,2.5,1,0,1,1,1,0,1,0,1
170,0,0,1,5,5,6,4,4,3.666666667,4,3,3,3,4,5,NA,5,NA,3,3,NA,NA,NA,0.2849104,0,3,3.25,1,0,1,1,1,1,1,1,1
171,0,0,1,5,4,6,3,2,2,3,2,2,1,4,1,NA,1,NA,NA,NA,NA,3,3,0.2849104,1,3,2.25,1,0,1,0,0,0,0,0,0
172,0,0,0,3,6,3,4,3,3,4,2,2,2,3,NA,2,2,2,NA,2,NA,NA,NA,2.993115,0,2,2.25,0,0,0,1,1,1,1,0,0
173,1,0,1,5,3,7,4,2,2.666666667,4,2,2,2,3,NA,4,4,3,NA,3,NA,NA,NA,0.214487,0,3,2.25,1,1,1,1,0,0,1,0,1
174,0,1,0,5,2,6,5,4,3,5,3,4,3,4,4,NA,4,NA,NA,NA,NA,3,3,0.0802852,1,3,3.5,1,1,1,1,1,1,1,1,1
175,0,0,0,6,4,5,4,3,2.666666667,4,2,2,3,2,NA,4,4,NA,NA,NA,3,NA,3,0.2849104,1,3,2.25,1,0,0,1,1,0,1,0,1
176,0,1,1,5,3,8,4,4,4,4,2,2,3,3,NA,5,5,4,NA,4,NA,NA,NA,0.0802852,0,4,2.5,1,1,1,1,1,1,1,0,1
177,0,0,1,5,6,6,3,4,3,2,1,3,1,4,2,NA,2,NA,1,1,NA,NA,NA,0.2849104,0,1,2.25,1,0,1,0,1,1,0,0,0
180,0,0,1,5,3,5,5,2,3,2,3,3,2,2,1,NA,1,NA,NA,NA,NA,4,4,0.1707994,1,4,2.5,1,1,0,1,0,1,0,0,0
181,0,0,1,5,5,8,4,4,3.333333333,5,3,3,3,3,NA,4,4,3,NA,3,NA,NA,NA,0.2849104,0,3,3,1,0,1,1,1,1,1,1,1
182,1,1,1,6,3,7,4,3,4,5,3,3,3,3,NA,5,5,NA,NA,NA,3,NA,3,0.100821,1,3,3,1,1,1,1,1,1,1,1,1
184,0,0,1,6,5,5,3,3,3,1,1,1,3,4,4,NA,4,NA,2,2,NA,NA,NA,0.2849104,0,2,2.25,1,0,0,0,1,1,0,0,1
185,1,1,1,5,3,6,4,4,2.333333333,4,2,4,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.100821,0,2,2.75,1,1,1,1,1,0,1,1,0
186,1,1,1,6,2,7,5,3,3,5,2,2,3,2,NA,4,4,2,NA,2,NA,NA,NA,0.100821,0,2,2.25,1,1,1,1,1,1,1,0,1
187,1,0,1,5,5,7,4,3,3,4,3,3,2,3,NA,4,4,3,NA,3,NA,NA,NA,0.3577848,0,3,2.75,1,0,1,1,1,1,1,1,1
188,1,1,0,5,8,7,4,3,2.666666667,4,3,3,3,3,NA,4,4,NA,NA,NA,3,NA,3,0.1681787,1,3,3,1,0,1,1,1,0,1,1,1
190,0,0,1,5,6,8,4,3,2,4,3,4,3,3,4,NA,4,NA,2,2,NA,NA,NA,0.2849104,0,2,3.25,1,0,1,1,1,0,1,1,1
191,0,0,0,5,4,4,4,4,2.333333333,5,1,1,1,1,1,NA,1,NA,NA,NA,NA,3,3,0.2849104,1,3,1,1,0,0,1,1,0,1,0,0
192,1,0,1,5,4,6,5,2,2.666666667,4,2,2,2,2,NA,4,4,2,NA,2,NA,NA,NA,0.3577848,0,2,2,1,0,1,1,0,0,1,0,1
193,1,0,1,4,3,9,5,4,3,4,4,3,4,3,NA,4,4,NA,NA,NA,5,NA,5,2.253273,1,5,3.5,0,1,1,1,1,1,1,1,1
194,0,0,1,5,5,4,4,4,4,4,3,2,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.2849104,0,2,2.75,1,0,0,1,1,1,1,1,1
196,0,0,1,4,3,4,5,4,4.666666667,5,3,4,4,4,5,NA,5,NA,2,2,NA,NA,NA,1.794325,0,2,3.75,0,1,0,1,1,1,1,1,1
198,1,0,0,4,4,6,4,3,1.666666667,4,1,2,3,2,1,NA,1,NA,3,3,NA,NA,NA,3.758696,0,3,2,0,0,1,1,1,0,1,0,0
199,0,0,1,4,7,9,5,2,2.333333333,5,4,3,4,2,5,NA,5,NA,2,2,NA,NA,NA,2.993115,0,2,3.25,0,0,1,1,0,0,1,1,1
200,1,0,0,4,5,6,5,3,2.333333333,5,2,2,3,3,NA,5,5,NA,NA,NA,2,NA,2,3.758696,1,2,2.5,0,0,1,1,1,0,1,0,1
201,0,0,1,4,7,4,3,3,1.666666667,4,2,2,2,3,NA,2,2,NA,NA,NA,2,NA,2,2.993115,1,2,2.25,0,0,0,0,1,0,1,0,0
202,0,0,1,4,2,4,2,2,1.666666667,4,1,2,2,4,2,NA,2,NA,NA,NA,NA,1,1,1.794325,1,1,2.25,0,1,0,0,0,0,1,0,0
203,1,0,0,4,4,5,3,4,3,4,4,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,3.758696,0,2,3.25,0,0,0,0,1,1,1,1,1
206,1,0,1,5,6,6,3,2,2.333333333,2,3,2,2,3,2,NA,2,NA,1,1,NA,NA,NA,0.3577848,0,1,2.5,1,0,1,0,0,0,0,0,0
207,0,0,1,5,4,8,4,4,3,5,3,2,2,4,4,NA,4,NA,2,2,NA,NA,NA,0.2849104,0,2,2.75,1,0,1,1,1,1,1,1,1
208,1,1,1,5,3,6,5,4,3.666666667,5,2,4,4,3,NA,5,5,NA,NA,NA,4,NA,4,0.100821,1,4,3.25,1,1,1,1,1,1,1,1,1
210,0,0,1,5,2,5,4,3,4,4,3,2,3,4,NA,2,2,2,NA,2,NA,NA,NA,0.1707994,0,2,3,1,1,0,1,1,1,1,1,0
213,0,1,1,4,6,5,5,3,3,3,2,2,2,3,NA,5,5,NA,NA,NA,5,NA,5,1.40693,1,5,2.25,0,0,0,1,1,1,0,0,1
214,0,1,1,5,4,8,5,2,2,4,1,1,1,3,NA,1,1,1,NA,1,NA,NA,NA,0.1339237,0,1,1.5,1,0,1,1,0,0,1,0,0
215,0,0,1,6,5,5,3,3,2.333333333,4,3,3,3,3,2,NA,2,NA,NA,NA,NA,4,4,0.2849104,1,4,3,1,0,0,0,1,0,1,1,0
218,1,0,0,5,2,4,4,4,2.666666667,2,1,1,1,3,1,NA,1,NA,NA,NA,NA,2,2,0.214487,1,2,1.5,1,1,0,1,1,0,0,0,0
220,1,0,1,5,4,7,4,3,2.333333333,4,2,2,2,3,NA,2,2,NA,NA,NA,2,NA,2,0.3577848,1,2,2.25,1,0,1,1,1,0,1,0,0
224,1,0,1,5,3,7,4,4,3,5,2,1,2,2,1,NA,1,NA,3,3,NA,NA,NA,0.214487,0,3,1.75,1,1,1,1,1,1,1,0,0
225,0,1,1,5,3,7,4,3,2.666666667,4,2,2,3,3,4,NA,4,NA,2,2,NA,NA,NA,0.0802852,0,2,2.5,1,1,1,1,1,0,1,0,1
