,female,ccpmember,urban,education,agegroup,income,life,pinterest,self_index,china,confucian_a,confucian_b,confucian_c,confucian_d,termlimit_a_1,termlimit_a_2,termlimit_a,termlist_a_1,termlist_a_2,termlist_a,termlist_b_1,termlist_b_2,termlist_b,weight_internet,treat,y,confucian_all,college,young,high.income,high.life,high.pinterest,high.self,high.china,high.confucian_all,termlimit_a_b
677,0,0,0,3,6,7,4,1,2,5,1,3,3,4,4,NA,4,NA,1,1,NA,NA,NA,2.993115,0,1,2.75,0,0,1,1,0,0,1,1,1
678,0,0,1,5,2,6,3,3,2.333333333,4,2,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.1707994,0,2,2.25,1,1,1,0,1,0,1,0,0
679,0,1,0,5,4,8,4,3,3.666666667,4,3,3,3,3,5,NA,5,NA,NA,NA,NA,3,3,0.1339237,1,3,3,1,0,1,1,1,1,1,1,1
681,0,1,1,3,2,5,3,3,3.333333333,4,2,1,3,3,2,NA,2,NA,1,1,NA,NA,NA,0.8434338,0,1,2.25,0,1,0,0,1,1,1,0,0
684,0,0,1,5,4,7,4,4,3.333333333,5,2,2,3,3,5,NA,5,NA,3,3,NA,NA,NA,0.2849104,0,3,2.5,1,0,1,1,1,1,1,0,1
685,1,0,1,3,5,6,5,4,2.333333333,5,1,3,4,3,NA,5,5,0,NA,0,NA,NA,NA,3.758696,0,0,2.75,0,0,1,1,1,0,1,1,1
686,1,0,1,5,4,7,5,3,3,3,2,1,2,1,NA,4,4,2,NA,2,NA,NA,NA,0.3577848,0,2,1.5,1,0,1,1,1,1,0,0,1
687,1,1,1,6,3,9,5,4,5,5,4,4,4,4,NA,5,5,NA,NA,NA,3,NA,3,0.100821,1,3,4,1,1,1,1,1,1,1,1,1
688,1,0,1,6,3,5,4,3,2.333333333,4,2,3,2,4,2,NA,2,NA,2,2,NA,NA,NA,0.214487,0,2,2.75,1,1,0,1,1,0,1,1,0
691,1,0,1,5,4,6,4,4,3,4,2,3,2,3,NA,4,4,3,NA,3,NA,NA,NA,0.3577848,0,3,2.5,1,0,1,1,1,1,1,0,1
692,1,1,0,3,2,5,4,3,2,4,1,3,2,3,2,NA,2,NA,NA,NA,NA,1,1,1.059162,1,1,2.25,0,1,0,1,1,0,1,0,0
697,0,0,1,5,3,6,4,4,3,3,2,2,2,2,NA,2,2,1,NA,1,NA,NA,NA,0.1707994,0,1,2,1,1,1,1,1,1,0,0,0
698,0,1,1,6,4,5,2,4,1.666666667,4,1,1,3,4,4,NA,4,NA,NA,NA,NA,2,2,0.1339237,1,2,2.25,1,0,0,0,1,0,1,0,1
699,1,0,0,4,3,6,5,2,2.333333333,4,1,3,3,4,NA,4,4,2,NA,2,NA,NA,NA,2.253273,0,2,2.75,0,1,1,1,0,0,1,1,1
700,1,1,1,5,3,6,5,4,3.666666667,5,2,2,1,3,5,NA,5,NA,NA,NA,NA,4,4,0.100821,1,4,2,1,1,1,1,1,1,1,0,1
701,1,0,1,5,2,6,4,3,2.333333333,5,2,2,2,3,NA,4,4,NA,NA,NA,2,NA,2,0.214487,1,2,2.25,1,1,1,1,1,0,1,0,1
703,0,0,1,5,2,7,5,4,3,1,1,1,1,1,NA,1,1,3,NA,3,NA,NA,NA,0.1707994,0,3,1,1,1,1,1,1,1,0,0,0
705,1,1,1,6,4,9,5,4,4.666666667,5,2,2,3,2,5,NA,5,NA,2,2,NA,NA,NA,0.1681787,0,2,2.25,1,0,1,1,1,1,1,0,1
707,0,0,0,3,2,4,3,2,4,4,1,4,3,4,NA,1,1,1,NA,1,NA,NA,NA,1.794325,0,1,3,0,1,0,0,0,1,1,1,0
709,0,0,1,3,5,8,5,3,3,5,4,4,3,3,4,NA,4,NA,NA,NA,NA,1,1,2.993115,1,1,3.5,0,0,1,1,1,1,1,1,1
710,0,1,1,5,4,7,5,4,3,5,4,4,4,4,5,NA,5,NA,1,1,NA,NA,NA,0.1339237,0,1,4,1,0,1,1,1,1,1,1,1
711,1,1,1,5,3,7,4,3,2.333333333,4,2,2,2,3,2,NA,2,NA,NA,NA,NA,3,3,0.100821,1,3,2.25,1,1,1,1,1,0,1,0,0
712,0,0,1,5,5,6,3,3,3,2,2,2,2,3,NA,2,2,NA,NA,NA,2,NA,2,0.2849104,1,2,2.25,1,0,1,0,1,1,0,0,0
714,0,0,1,4,8,4,3,3,1.666666667,4,2,2,1,3,2,NA,2,NA,NA,NA,NA,1,1,2.993115,1,1,2,0,0,0,0,1,0,1,0,0
715,0,0,1,5,4,8,5,4,4,4,2,2,3,4,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,2.75,1,0,1,1,1,1,1,1,1
716,0,1,1,5,6,9,5,4,4.333333333,5,3,1,3,4,4,NA,4,NA,NA,NA,NA,3,3,0.1339237,1,3,2.75,1,0,1,1,1,1,1,1,1
717,0,0,1,5,4,7,5,4,3,5,3,2,2,2,5,NA,5,NA,NA,NA,NA,3,3,0.2849104,1,3,2.25,1,0,1,1,1,1,1,0,1
718,0,0,1,5,4,9,5,4,3.333333333,4,2,2,4,3,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,2.75,1,0,1,1,1,1,1,1,1
720,0,0,1,4,6,5,4,3,2,3,2,2,2,3,NA,2,2,NA,NA,NA,1,NA,1,2.993115,1,1,2.25,0,0,0,1,1,0,0,0,0
721,1,0,1,5,4,4,4,3,3.333333333,3,2,2,2,2,NA,1,1,NA,NA,NA,2,NA,2,0.3577848,1,2,2,1,0,0,1,1,1,0,0,0
724,1,0,1,6,4,5,3,4,3,2,2,1,2,1,1,NA,1,NA,NA,NA,NA,3,3,0.3577848,1,3,1.5,1,0,0,0,1,1,0,0,0
725,0,0,1,5,4,9,5,4,5,5,2,2,4,4,5,NA,5,NA,NA,NA,NA,3,3,0.2849104,1,3,3,1,0,1,1,1,1,1,1,1
726,1,0,1,5,7,5,4,2,2.333333333,4,2,2,3,3,NA,2,2,2,NA,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,0,1,0,0,1,0,0
727,0,0,0,5,3,5,3,3,2,5,2,3,3,3,NA,4,4,NA,NA,NA,2,NA,2,0.1707994,1,2,2.75,1,1,0,0,1,0,1,1,1
728,0,0,1,5,4,7,4,4,2,4,3,3,3,3,5,NA,5,NA,NA,NA,NA,4,4,0.2849104,1,4,3,1,0,1,1,1,0,1,1,1
729,0,0,1,5,5,6,4,1,3.333333333,3,2,1,1,3,1,NA,1,NA,NA,NA,NA,5,5,0.2849104,1,5,1.75,1,0,1,1,0,1,0,0,0
730,0,0,1,5,2,6,4,3,2.666666667,4,4,4,4,3,4,NA,4,NA,NA,NA,NA,4,4,0.1707994,1,4,3.75,1,1,1,1,1,0,1,1,1
731,0,0,1,5,3,7,4,3,3.333333333,4,2,2,3,3,NA,4,4,1,NA,1,NA,NA,NA,0.1707994,0,1,2.5,1,1,1,1,1,1,1,0,1
732,0,0,1,4,6,5,5,3,1.333333333,5,3,3,3,4,NA,4,4,1,NA,1,NA,NA,NA,2.993115,0,1,3.25,0,0,0,1,1,0,1,1,1
733,1,0,1,5,5,6,4,3,2.666666667,4,2,3,2,2,4,NA,4,NA,NA,NA,NA,3,3,0.3577848,1,3,2.25,1,0,1,1,1,0,1,0,1
734,1,0,0,5,2,6,3,4,3.333333333,4,2,1,3,2,2,NA,2,NA,2,2,NA,NA,NA,0.214487,0,2,2,1,1,1,0,1,1,1,0,0
735,1,0,0,5,9,7,4,3,2,4,3,3,4,3,NA,4,4,2,NA,2,NA,NA,NA,0.3577848,0,2,3.25,1,0,1,1,1,0,1,1,1
739,0,1,1,6,4,8,5,4,3.333333333,4,4,3,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.1339237,0,2,3.25,1,0,1,1,1,1,1,1,1
741,0,0,0,5,4,6,4,4,3,3,2,1,1,4,NA,1,1,2,NA,2,NA,NA,NA,0.2849104,0,2,2,1,0,1,1,1,1,0,0,0
742,1,0,1,5,2,5,5,3,3,4,2,2,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.214487,0,2,2.5,1,1,0,1,1,1,1,0,1
743,0,0,1,5,3,6,4,3,3,3,2,2,3,3,1,NA,1,NA,2,2,NA,NA,NA,0.1707994,0,2,2.5,1,1,1,1,1,1,0,0,0
745,1,0,1,6,4,7,4,3,2,4,2,2,2,2,NA,2,2,NA,NA,NA,1,NA,1,0.3577848,1,1,2,1,0,1,1,1,0,1,0,0
747,1,0,1,5,4,5,4,3,2.666666667,4,2,3,3,3,4,NA,4,NA,NA,NA,NA,1,1,0.3577848,1,1,2.75,1,0,0,1,1,0,1,1,1
748,0,1,1,5,3,5,4,3,2,4,3,3,1,4,NA,2,2,1,NA,1,NA,NA,NA,0.0802852,0,1,2.75,1,1,0,1,1,0,1,1,0
749,0,0,1,5,4,6,4,3,1.666666667,4,2,2,3,3,5,NA,5,NA,NA,NA,NA,3,3,0.2849104,1,3,2.5,1,0,1,1,1,0,1,0,1
751,1,0,1,5,5,5,5,3,3,4,2,3,3,4,4,NA,4,NA,2,2,NA,NA,NA,0.3577848,0,2,3,1,0,0,1,1,1,1,1,1
752,1,0,1,5,4,6,4,3,2.333333333,3,4,3,3,4,4,NA,4,NA,NA,NA,NA,4,4,0.3577848,1,4,3.5,1,0,1,1,1,0,0,1,1
755,0,0,1,5,4,5,4,4,2.666666667,4,2,2,2,2,NA,2,2,NA,NA,NA,2,NA,2,0.2849104,1,2,2,1,0,0,1,1,0,1,0,0
756,0,0,1,5,4,8,5,3,2.666666667,4,3,3,3,4,NA,4,4,2,NA,2,NA,NA,NA,0.2849104,0,2,3.25,1,0,1,1,1,0,1,1,1
758,0,0,1,5,3,7,4,4,3.333333333,4,2,3,3,4,NA,2,2,NA,NA,NA,4,NA,4,0.1707994,1,4,3,1,1,1,1,1,1,1,1,0
759,0,0,1,5,3,7,4,4,2.666666667,4,3,4,3,3,NA,4,4,3,NA,3,NA,NA,NA,0.1707994,0,3,3.25,1,1,1,1,1,0,1,1,1
760,1,0,1,5,4,5,4,2,2.333333333,3,2,3,2,3,NA,2,2,2,NA,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,0,1,0,0,0,0,0
762,1,0,0,4,3,3,4,2,2.333333333,4,3,3,3,2,NA,2,2,NA,NA,NA,1,NA,1,2.253273,1,1,2.75,0,1,0,1,0,0,1,1,0
763,0,1,1,6,4,7,4,3,2.333333333,5,2,1,2,2,NA,4,4,2,NA,2,NA,NA,NA,0.1339237,0,2,1.75,1,0,1,1,1,0,1,0,1
766,0,0,1,6,3,7,5,4,3,5,2,1,3,2,NA,5,5,NA,NA,NA,4,NA,4,0.1707994,1,4,2,1,1,1,1,1,1,1,0,1
767,1,0,0,5,9,7,4,3,2,4,3,3,3,3,NA,4,4,3,NA,3,NA,NA,NA,0.3577848,0,3,3,1,0,1,1,1,0,1,1,1
768,0,0,1,5,5,5,4,4,3,4,3,1,3,4,4,NA,4,NA,NA,NA,NA,4,4,0.2849104,1,4,2.75,1,0,0,1,1,1,1,1,1
769,1,1,1,6,4,8,5,3,3,5,3,3,3,4,NA,4,4,NA,NA,NA,3,NA,3,0.1681787,1,3,3.25,1,0,1,1,1,1,1,1,1
770,1,0,1,5,4,5,4,3,3.666666667,3,2,2,3,3,1,NA,1,NA,1,1,NA,NA,NA,0.3577848,0,1,2.5,1,0,0,1,1,1,0,0,0
771,0,0,1,5,3,5,4,3,2,4,3,3,3,4,NA,4,4,NA,NA,NA,4,NA,4,0.1707994,1,4,3.25,1,1,0,1,1,0,1,1,1
773,1,0,1,5,3,6,4,4,2.333333333,4,2,3,3,4,1,NA,1,NA,1,1,NA,NA,NA,0.214487,0,1,3,1,1,1,1,1,0,1,1,0
775,0,0,1,5,5,7,3,3,4,3,2,2,3,3,NA,4,4,NA,NA,NA,3,NA,3,0.2849104,1,3,2.5,1,0,1,0,1,1,0,0,1
776,1,0,1,5,5,6,3,3,3.666666667,2,2,2,1,4,NA,5,5,1,NA,1,NA,NA,NA,0.3577848,0,1,2.25,1,0,1,0,1,1,0,0,1
778,1,0,1,6,4,9,5,4,2.666666667,5,2,2,2,4,NA,4,4,NA,NA,NA,3,NA,3,0.3577848,1,3,2.5,1,0,1,1,1,0,1,0,1
779,0,0,1,5,4,6,4,2,2.666666667,5,2,3,3,3,2,NA,2,NA,1,1,NA,NA,NA,0.2849104,0,1,2.75,1,0,1,1,0,0,1,1,0
781,0,0,1,6,4,3,3,2,1.333333333,3,2,3,2,3,NA,4,4,NA,NA,NA,2,NA,2,0.2849104,1,2,2.5,1,0,0,0,0,0,0,0,1
782,1,0,1,5,4,5,4,3,2,4,2,1,2,1,2,NA,2,NA,1,1,NA,NA,NA,0.3577848,0,1,1.5,1,0,0,1,1,0,1,0,0
783,1,0,1,5,3,7,3,2,2.666666667,4,2,2,2,4,1,NA,1,NA,1,1,NA,NA,NA,0.214487,0,1,2.5,1,1,1,0,0,0,1,0,0
786,0,0,0,5,3,5,4,3,1.333333333,5,2,2,2,2,NA,5,5,NA,NA,NA,2,NA,2,0.1707994,1,2,2,1,1,0,1,1,0,1,0,1
787,1,0,0,5,2,2,5,2,2.333333333,5,2,3,3,2,NA,1,1,NA,NA,NA,3,NA,3,0.214487,1,3,2.5,1,1,0,1,0,0,1,0,0
788,1,0,1,5,3,5,4,4,2.333333333,3,2,2,2,3,NA,4,4,2,NA,2,NA,NA,NA,0.214487,0,2,2.25,1,1,0,1,1,0,0,0,1
789,1,0,1,6,4,8,4,4,1.666666667,4,2,2,3,3,NA,2,2,NA,NA,NA,3,NA,3,0.3577848,1,3,2.5,1,0,1,1,1,0,1,0,0
790,0,0,1,5,3,6,4,4,2.333333333,4,2,3,3,3,5,NA,5,NA,NA,NA,NA,3,3,0.1707994,1,3,2.75,1,1,1,1,1,0,1,1,1
791,0,0,0,5,3,5,3,4,3.666666667,4,1,2,2,3,2,NA,2,NA,1,1,NA,NA,NA,0.1707994,0,1,2,1,1,0,0,1,1,1,0,0
793,1,0,0,5,9,7,4,3,2,4,3,3,3,3,NA,4,4,3,NA,3,NA,NA,NA,0.3577848,0,3,3,1,0,1,1,1,0,1,1,1
794,1,0,1,6,3,7,5,4,2.666666667,5,2,2,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.214487,0,2,2.5,1,1,1,1,1,0,1,0,1
795,0,0,1,5,7,5,4,4,2.333333333,3,3,2,2,4,4,NA,4,NA,2,2,NA,NA,NA,0.2849104,0,2,2.75,1,0,0,1,1,0,0,1,1
796,0,1,1,5,4,7,5,4,3.666666667,5,3,2,3,4,NA,2,2,NA,NA,NA,2,NA,2,0.1339237,1,2,3,1,0,1,1,1,1,1,1,0
797,1,0,1,6,3,7,4,2,3,3,1,2,2,3,NA,1,1,NA,NA,NA,2,NA,2,0.214487,1,2,2,1,1,1,1,0,1,0,0,0
798,0,0,0,6,3,5,4,4,2.333333333,4,2,2,2,4,2,NA,2,NA,2,2,NA,NA,NA,0.1707994,0,2,2.5,1,1,0,1,1,0,1,0,0
799,0,1,0,5,4,5,4,4,3.333333333,4,4,3,4,3,NA,4,4,NA,NA,NA,3,NA,3,0.1339237,1,3,3.5,1,0,0,1,1,1,1,1,1
800,1,0,1,5,2,6,4,2,1.666666667,4,2,2,2,1,4,NA,4,NA,NA,NA,NA,3,3,0.214487,1,3,1.75,1,1,1,1,0,0,1,0,1
802,0,1,1,4,10,5,3,3,2.333333333,3,2,2,3,3,4,NA,4,NA,2,2,NA,NA,NA,1.40693,0,2,2.5,0,0,0,0,1,0,0,0,1
803,0,0,1,5,7,6,5,3,2.333333333,5,3,3,3,4,NA,4,4,NA,NA,NA,2,NA,2,0.2849104,1,2,3.25,1,0,1,1,1,0,1,1,1
807,1,0,1,5,3,7,4,3,4,4,2,2,2,1,1,NA,1,NA,NA,NA,NA,1,1,0.214487,1,1,1.75,1,1,1,1,1,1,1,0,0
808,1,0,0,4,5,5,4,3,1.666666667,4,3,3,3,1,5,NA,5,NA,1,1,NA,NA,NA,3.758696,0,1,2.5,0,0,0,1,1,0,1,0,1
809,0,0,1,4,3,6,4,3,2.666666667,3,3,2,3,2,4,NA,4,NA,2,2,NA,NA,NA,1.794325,0,2,2.5,0,1,1,1,1,0,0,0,1
811,0,0,1,5,5,7,4,3,3.333333333,4,2,4,3,4,2,NA,2,NA,2,2,NA,NA,NA,0.2849104,0,2,3.25,1,0,1,1,1,1,1,1,0
814,1,0,1,4,4,6,3,2,1.333333333,4,2,1,2,4,2,NA,2,NA,1,1,NA,NA,NA,3.758696,0,1,2.25,0,0,1,0,0,0,1,0,0
815,0,0,1,5,2,5,5,3,1.666666667,5,2,2,1,3,1,NA,1,NA,3,3,NA,NA,NA,0.1707994,0,3,2,1,1,0,1,1,0,1,0,0
817,0,1,1,6,4,7,4,3,3,5,2,1,2,4,4,NA,4,NA,NA,NA,NA,2,2,0.1339237,1,2,2.25,1,0,1,1,1,1,1,0,1
818,1,0,1,5,3,5,3,2,3,3,2,2,3,4,2,NA,2,NA,NA,NA,NA,3,3,0.214487,1,3,2.75,1,1,0,0,0,1,0,1,0
819,1,0,0,5,4,9,4,3,4,4,2,2,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,1,1,1,1,1,0,1
820,0,1,1,5,8,5,4,3,2.666666667,4,3,4,3,4,NA,4,4,2,NA,2,NA,NA,NA,0.1339237,0,2,3.5,1,0,0,1,1,0,1,1,1
821,0,0,0,3,2,6,4,2,4,4,1,4,2,4,NA,2,2,NA,NA,NA,1,NA,1,1.794325,1,1,2.75,0,1,1,1,0,1,1,1,0
822,1,0,1,5,4,7,4,3,3.666666667,4,2,2,3,3,NA,2,2,NA,NA,NA,1,NA,1,0.3577848,1,1,2.5,1,0,1,1,1,1,1,0,0
823,1,1,1,5,4,7,5,2,4.333333333,4,2,1,2,3,NA,2,2,NA,NA,NA,2,NA,2,0.1681787,1,2,2,1,0,1,1,0,1,1,0,0
824,0,0,1,6,3,8,4,3,3,4,2,2,3,4,4,NA,4,NA,NA,NA,NA,2,2,0.1707994,1,2,2.75,1,1,1,1,1,1,1,1,1
828,1,1,1,6,8,5,3,2,2,3,1,3,2,3,2,NA,2,NA,NA,NA,NA,0,0,0.1681787,1,0,2.25,1,0,0,0,0,0,0,0,0
829,0,1,0,5,2,6,4,3,2.333333333,4,2,2,3,2,NA,1,1,2,NA,2,NA,NA,NA,0.0802852,0,2,2.25,1,1,1,1,1,0,1,0,0
831,0,0,1,5,2,4,4,4,3,4,1,2,3,3,2,NA,2,NA,2,2,NA,NA,NA,0.1707994,0,2,2.25,1,1,0,1,1,1,1,0,0
833,0,0,1,5,5,7,4,3,2.666666667,1,1,1,1,2,1,NA,1,NA,4,4,NA,NA,NA,0.2849104,0,4,1.25,1,0,1,1,1,0,0,0,0
834,0,0,1,6,4,8,5,3,3.333333333,4,3,3,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.2849104,0,2,3,1,0,1,1,1,1,1,1,1
835,0,0,1,5,3,6,4,3,1.666666667,4,3,2,3,3,5,NA,5,NA,2,2,NA,NA,NA,0.1707994,0,2,2.75,1,1,1,1,1,0,1,1,1
836,1,0,1,5,3,4,4,3,1.666666667,4,2,3,3,3,NA,2,2,NA,NA,NA,2,NA,2,0.214487,1,2,2.75,1,1,0,1,1,0,1,1,0
837,0,0,1,5,4,5,4,3,3,3,2,2,1,4,1,NA,1,NA,0,0,NA,NA,NA,0.2849104,0,0,2.25,1,0,0,1,1,1,0,0,0
838,0,1,1,5,5,6,4,3,2.333333333,4,2,2,3,3,4,NA,4,NA,2,2,NA,NA,NA,0.1339237,0,2,2.5,1,0,1,1,1,0,1,0,1
839,1,1,0,5,3,6,4,4,4.333333333,4,2,3,4,3,NA,5,5,NA,NA,NA,2,NA,2,0.100821,1,2,3,1,1,1,1,1,1,1,1,1
840,0,0,0,5,2,5,4,3,3.333333333,3,2,1,3,4,NA,5,5,4,NA,4,NA,NA,NA,0.1707994,0,4,2.5,1,1,0,1,1,1,0,0,1
842,0,0,1,5,2,6,4,3,2.333333333,4,2,2,2,3,1,NA,1,NA,NA,NA,NA,4,4,0.1707994,1,4,2.25,1,1,1,1,1,0,1,0,0
843,1,1,1,5,3,8,5,4,4,5,2,3,3,3,5,NA,5,NA,NA,NA,NA,4,4,0.100821,1,4,2.75,1,1,1,1,1,1,1,1,1
845,1,0,1,5,4,7,5,3,4,4,2,2,2,3,4,NA,4,NA,3,3,NA,NA,NA,0.3577848,0,3,2.25,1,0,1,1,1,1,1,0,1
846,1,1,1,5,4,6,3,3,2.333333333,3,2,2,2,3,2,NA,2,NA,NA,NA,NA,2,2,0.1681787,1,2,2.25,1,0,1,0,1,0,0,0,0
847,0,0,1,5,4,6,3,4,3,4,2,1,2,4,1,NA,1,NA,NA,NA,NA,3,3,0.2849104,1,3,2.25,1,0,1,0,1,1,1,0,0
848,1,0,1,5,3,5,3,4,3.333333333,3,1,2,2,3,NA,2,2,1,NA,1,NA,NA,NA,0.214487,0,1,2,1,1,0,0,1,1,0,0,0
850,1,1,0,5,4,2,3,3,2.333333333,3,2,2,2,3,4,NA,4,NA,NA,NA,NA,3,3,0.1681787,1,3,2.25,1,0,0,0,1,0,0,0,1
851,0,0,1,4,5,4,2,4,2.666666667,2,3,2,2,4,NA,1,1,NA,NA,NA,3,NA,3,2.993115,1,3,2.75,0,0,0,0,1,0,0,1,0
852,0,0,1,4,7,4,4,3,4.333333333,4,3,3,3,3,5,NA,5,NA,NA,NA,NA,4,4,2.993115,1,4,3,0,0,0,1,1,1,1,1,1
853,0,0,1,5,4,4,3,3,2.666666667,3,4,4,3,3,1,NA,1,NA,NA,NA,NA,2,2,0.2849104,1,2,3.5,1,0,0,0,1,0,0,1,0
854,0,0,1,5,5,8,5,2,3.333333333,5,3,3,3,4,NA,5,5,1,NA,1,NA,NA,NA,0.2849104,0,1,3.25,1,0,1,1,0,1,1,1,1
855,0,1,1,6,7,6,3,3,2,3,2,2,2,3,NA,2,2,NA,NA,NA,2,NA,2,0.1339237,1,2,2.25,1,0,1,0,1,0,0,0,0
856,1,0,0,5,4,6,5,4,3.666666667,5,1,1,1,4,5,NA,5,NA,1,1,NA,NA,NA,0.3577848,0,1,1.75,1,0,1,1,1,1,1,0,1
857,1,0,1,5,5,6,5,4,3.666666667,2,2,2,2,2,1,NA,1,NA,2,2,NA,NA,NA,0.3577848,0,2,2,1,0,1,1,1,1,0,0,0
859,1,0,1,4,5,4,1,4,2,1,1,1,2,2,5,NA,5,NA,2,2,NA,NA,NA,3.758696,0,2,1.5,0,0,0,0,1,0,0,0,1
860,0,0,0,5,3,5,5,4,3,4,3,4,3,4,5,NA,5,NA,2,2,NA,NA,NA,0.1707994,0,2,3.5,1,1,0,1,1,1,1,1,1
861,0,0,1,5,6,5,4,4,2,4,2,2,3,3,NA,4,4,3,NA,3,NA,NA,NA,0.2849104,0,3,2.5,1,0,0,1,1,0,1,0,1
862,0,0,0,6,2,4,5,4,3.666666667,5,1,1,1,3,5,NA,5,NA,0,0,NA,NA,NA,0.1707994,0,0,1.5,1,1,0,1,1,1,1,0,1
864,1,0,1,5,6,8,5,3,3.333333333,4,3,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.3577848,0,2,3,1,0,1,1,1,1,1,1,1
865,0,0,1,5,3,6,4,3,2.333333333,4,4,3,3,4,4,NA,4,NA,NA,NA,NA,3,3,0.1707994,1,3,3.5,1,1,1,1,1,0,1,1,1
866,0,0,1,5,6,3,4,1,1.666666667,4,2,1,2,3,2,NA,2,NA,NA,NA,NA,4,4,0.2849104,1,4,2,1,0,0,1,0,0,1,0,0
867,0,1,0,5,3,5,4,3,3,5,2,3,2,3,5,NA,5,NA,1,1,NA,NA,NA,0.0802852,0,1,2.5,1,1,0,1,1,1,1,0,1
868,0,1,1,6,4,8,4,3,3.666666667,4,2,2,2,3,NA,1,1,NA,NA,NA,2,NA,2,0.1339237,1,2,2.25,1,0,1,1,1,1,1,0,0
870,0,0,1,4,4,5,2,4,2.333333333,4,3,3,4,3,5,NA,5,NA,4,4,NA,NA,NA,2.993115,0,4,3.25,0,0,0,0,1,0,1,1,1
871,0,1,1,5,6,6,3,4,2.333333333,4,2,3,2,3,NA,4,4,2,NA,2,NA,NA,NA,0.1339237,0,2,2.5,1,0,1,0,1,0,1,0,1
874,0,0,1,5,4,5,4,3,2.333333333,4,2,2,2,2,5,NA,5,NA,3,3,NA,NA,NA,0.2849104,0,3,2,1,0,0,1,1,0,1,0,1
875,0,0,1,4,5,6,4,2,2.666666667,4,1,1,1,3,NA,1,1,NA,NA,NA,2,NA,2,2.993115,1,2,1.5,0,0,1,1,0,0,1,0,0
877,1,0,1,6,3,7,4,3,3,4,2,2,3,4,2,NA,2,NA,NA,NA,NA,1,1,0.214487,1,1,2.75,1,1,1,1,1,1,1,1,0
879,1,0,1,5,4,7,4,3,4,4,2,2,3,2,NA,4,4,1,NA,1,NA,NA,NA,0.3577848,0,1,2.25,1,0,1,1,1,1,1,0,1
881,0,0,1,5,3,5,4,2,1,4,1,1,3,3,2,NA,2,NA,1,1,NA,NA,NA,0.1707994,0,1,2,1,1,0,1,0,0,1,0,0
882,1,0,0,4,4,5,5,2,1.666666667,4,1,4,3,4,4,NA,4,NA,NA,NA,NA,3,3,3.758696,1,3,3,0,0,0,1,0,0,1,1,1
883,1,0,1,5,3,5,4,3,3,2,1,1,1,3,NA,1,1,NA,NA,NA,2,NA,2,0.214487,1,2,1.5,1,1,0,1,1,1,0,0,0
884,0,0,1,3,1,4,4,2,3,4,1,1,2,2,1,NA,1,NA,2,2,NA,NA,NA,1.794325,0,2,1.5,0,1,0,1,0,1,1,0,0
887,0,0,0,4,3,6,5,1,1.666666667,5,1,3,4,4,4,NA,4,NA,NA,NA,NA,2,2,1.794325,1,2,3,0,1,1,1,0,0,1,1,1
888,0,0,0,4,8,5,4,4,3.333333333,4,2,4,3,3,NA,1,1,NA,NA,NA,2,NA,2,2.993115,1,2,3,0,0,0,1,1,1,1,1,0
889,1,0,1,4,4,6,3,2,3,5,4,4,3,4,NA,2,2,1,NA,1,NA,NA,NA,3.758696,0,1,3.75,0,0,1,0,0,1,1,1,0
891,0,0,1,4,5,4,3,3,1.666666667,1,3,2,2,4,NA,1,1,2,NA,2,NA,NA,NA,2.993115,0,2,2.75,0,0,0,0,1,0,0,1,0
893,0,0,0,5,2,5,5,3,2.333333333,4,2,2,2,3,2,NA,2,NA,NA,NA,NA,2,2,0.1707994,1,2,2.25,1,1,0,1,1,0,1,0,0
894,0,0,1,5,4,5,4,3,3,3,2,3,2,4,1,NA,1,NA,NA,NA,NA,1,1,0.2849104,1,1,2.75,1,0,0,1,1,1,0,1,0
896,0,0,1,5,5,7,5,2,2.666666667,5,1,2,2,3,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,2,1,0,1,1,0,0,1,0,1
899,0,0,1,5,6,6,4,4,3.666666667,4,2,2,2,4,5,NA,5,NA,1,1,NA,NA,NA,0.2849104,0,1,2.5,1,0,1,1,1,1,1,0,1
900,1,0,1,6,4,6,4,3,2,4,2,2,2,2,2,NA,2,NA,NA,NA,NA,1,1,0.3577848,1,1,2,1,0,1,1,1,0,1,0,0
902,0,0,1,5,4,7,4,3,3,5,2,2,2,3,5,NA,5,NA,NA,NA,NA,3,3,0.2849104,1,3,2.25,1,0,1,1,1,1,1,0,1
903,0,0,1,5,6,8,5,4,2.666666667,4,1,2,4,3,2,NA,2,NA,1,1,NA,NA,NA,0.2849104,0,1,2.5,1,0,1,1,1,0,1,0,0
906,0,0,1,5,3,6,4,3,2.333333333,4,3,4,3,4,NA,4,4,NA,NA,NA,2,NA,2,0.1707994,1,2,3.5,1,1,1,1,1,0,1,1,1
